408
227.37492	-77.84401	-232.41752
219.52138	-82.7386	-229.08772
212.71389	-88.21739	-224.58315
207.1463	-94.10485	-219.01173
202.9497	-100.23522	-212.55237
200.29674	-106.42946	-205.39018
199.23406	-112.50626	-197.73667
199.7869	-118.28808	-189.81134
201.93424	-123.62757	-181.83064
205.62276	-128.35187	-174.04235
210.73838	-132.33475	-166.65796
217.1468	-135.46287	-159.8871
224.6508	-137.65735	-153.92494
233.04314	-138.8229	-148.93882
242.0932	-138.95289	-145.0918
251.52886	-138.03285	-142.48175
261.09	-136.08654	-141.18014
270.48012	-133.16131	-141.2524
279.42797	-129.35726	-142.66795
287.70608	-124.78213	-145.39785
295.0488	-119.56858	-149.35795
301.24564	-113.87511	-154.41632
306.13188	-107.83943	-160.44048
309.57239	-101.66716	-167.26287
311.47313	-95.51005	-174.70371
311.74655	-89.54855	-182.50533
310.42652	-83.95279	-190.49175
307.50564	-78.90881	-198.41002
303.08064	-74.52104	-206.03686
297.29395	-70.95773	-213.1324
290.29686	-68.30717	-219.51695
282.295	-66.63811	-224.99403
273.54319	-66.00462	-229.4025
264.26444	-66.41131	-232.63577
254.74253	-67.85364	-234.58637
245.23363	-70.28545	-235.20291
236.01885	-73.65613	-234.48543
226.20539	-73.74065	-229.07134
218.39678	-78.61797	-225.75392
211.61069	-84.06824	-221.26014
206.04936	-89.93508	-215.71268
201.9009	-96.02466	-209.28321
199.24657	-102.20307	-202.15389
198.18233	-108.25311	-194.53376
198.73508	-114.02065	-186.63919
200.87728	-119.33081	-178.6998
204.55039	-124.02651	-170.94316
209.64568	-128.00136	-163.58922
216.01972	-131.11799	-156.84812
223.49369	-133.29086	-150.90631
231.85544	-134.46018	-145.94681
240.86198	-134.58618	-142.11362
250.26264	-133.66476	-139.51316
259.78146	-131.72721	-138.22295
269.12859	-128.81678	-138.2927
278.05616	-125.03368	-139.69946
286.28173	-120.47863	-142.41888
293.59321	-115.28865	-146.35007
299.7655	-109.61991	-151.39726
304.63205	-103.61933	-157.39948
308.06155	-97.46656	-164.18973
309.94619	-91.32805	-171.5893
310.22752	-85.39525	-179.37336
308.89297	-79.82784	-187.31072
305.99831	-74.79944	-195.20278
301.58982	-70.43363	-202.79001
295.83396	-66.88398	-209.85968
288.85788	-64.24133	-216.22117
280.90018	-62.58118	-221.67316
272.17048	-61.95205	-226.06817
262.9325	-62.36289	-229.28256
253.46443	-63.79524	-231.2214
243.99482	-66.21518	-231.84363
234.82979	-69.56364	-231.12567
225.28889	-69.86176	-225.32977
217.58288	-74.66801	-222.0546
210.88912	-80.04469	-217.6177
205.40593	-85.83842	-212.14205
201.31009	-91.8518	-205.8035
198.68587	-97.94179	-198.75931
197.64206	-103.91625	-191.25134
198.1849	-109.60346	-183.44901
200.29746	-114.84472	-175.62079
203.91915	-119.48869	-167.96714
208.9482	-123.40367	-160.71155
215.23795	-126.47441	-154.05876
222.61396	-128.61795	-148.19858
230.86637	-129.7717	-143.30489
239.74314	-129.90181	-139.51895
249.02811	-128.98748	-136.95284
258.41509	-127.07319	-135.67925
267.64685	-124.20931	-135.74682
276.45674	-120.46723	-137.1449
284.57191	-115.98308	-139.82232
291.77344	-110.86063	-143.70042
297.8746	-105.25942	-148.68214
302.68646	-99.34279	-154.60083
306.06215	-93.26645	-161.31121
307.9191	-87.21412	-168.6064
308.20177	-81.35567	-176.28458
306.89019	-75.86265	-184.12515
304.02663	-70.89356	-191.90206
299.68257	-66.59483	-199.39109
293.99285	-63.08648	-206.37524
287.11071	-60.4868	-212.63899
279.25709	-58.84459	-218.0261
270.65967	-58.22016	-222.37216
261.53884	-58.62218	-225.54112
252.18003	-60.04865	-227.45212
242.84131	-62.43824	-228.06947
233.79231	-65.73435	-227.35903
224.63693	-66.19605	-221.18066
217.10664	-70.89569	-217.97031
210.56255	-76.15383	-213.63705
205.20459	-81.80684	-208.29074
201.19014	-87.69036	-202.0888
198.63742	-93.64193	-195.2143
197.61248	-99.47798	-187.86307
198.14418	-105.03698	-180.25982
200.22211	-110.16439	-172.59573
203.75943	-114.70669	-165.12608
208.67166	-118.52022	-158.03089
214.80975	-121.52567	-151.53012
222.01546	-123.62271	-145.806
230.07713	-124.74955	-141.02072
238.77206	-124.87589	-137.32364
247.82983	-123.98183	-134.80838
257.00648	-122.11229	-133.56581
266.02504	-119.30306	-133.62375
274.62971	-115.66449	-134.99296
282.56749	-111.27857	-137.61808
289.60881	-106.26706	-141.41213
295.56386	-100.79525	-146.27608
300.26925	-95.00356	-152.06804
303.55813	-89.07645	-158.62028
305.37777	-83.1643	-165.74712
305.64768	-77.43986	-173.25232
304.37914	-72.07092	-180.906
301.56863	-67.21396	-188.50734
297.33118	-63.01373	-195.82751
291.76702	-59.58674	-202.64994
285.05055	-57.03763	-208.78643
277.37572	-55.43584	-214.04046
268.96622	-54.83273	-218.27844
260.0579	-55.22716	-221.37954
250.90529	-56.61151	-223.25877
241.78937	-58.9518	-223.85235
232.94748	-62.17693	-223.15014
224.25785	-62.77716	-216.58095
216.97871	-67.3273	-213.48679
210.66208	-72.39953	-209.30127
205.4844	-77.86234	-204.12647
201.61375	-83.55161	-198.13186
199.12779	-89.301	-191.49954
198.14675	-94.94429	-184.39021
198.66108	-100.3207	-177.03811
200.66511	-105.27423	-169.64028
204.08764	-109.65664	-162.42076
208.83094	-113.35458	-155.56369
214.76434	-116.25322	-149.2817
221.72818	-118.27928	-143.7445
229.51783	-119.36422	-139.12198
